nb_hyphens,nb_underscore,nb_percent,onmouseover,iframe,google_index,safe_anchor,nb_redirection,punycode,page_rank,longest_words_raw,port,nb_star,avg_word_host,nb_colon,statistical_report,whois_registered_domain,tld_in_subdomain,ratio_intMedia,nb_hyperlinks,web_traffic,ip,brand_in_path,popup_window,empty_title,https_token,ratio_intHyperlinks,ratio_extHyperlinks,nb_tilde,nb_at,nb_space,random_domain,nb_subdomains,tld_in_path,shortening_service,links_in_tags,length_words_raw,nb_dots,phish_hints,shortest_word_host,longest_word_host,length_hostname,nb_and,path_extension,nb_semicolumn,domain_registration_length,domain_in_title,avg_words_raw,nb_comma,domain_with_copyright,abnormal_subdomain,nb_www,nb_com,dns_record,nb_external_redirection,nb_dslash,char_repeat,ratio_digits_url,external_favicon,shortest_word_path,prefix_suffix,nb_slash,shortest_words_raw,nb_extCSS,longest_word_path,suspecious_tld,ratio_digits_host,brand_in_subdomain,login_form,length_url,http_in_path,ratio_extRedirection,ratio_extMedia,avg_word_path,ratio_extErrors,nb_eq,nb_dollar,domain_age,nb_qm,domain_in_brand,right_clic,class_status
0,1,0,0,0,0,0.0,0,0,2,15,0,0,9.0,1,0,0,0,100.0,15,1627089,0,0,0,0,0,1.0,0.0,0,0,0,0,3,0,0,100.0,6,3,0,3,15,22,0,0,0,0,1,6.666666667,0,1,0,1,0,0,0,0,3,0.0,0,3,0,4,3,0,7,0,0.0,0,0,56,0,0.0,0.0,5.5,0.0,0,0,-1,0,0,0,0
3,0,0,0,0,0,62.5,0,0,6,8,0,0,5.5,1,0,0,0,100.0,88,944,0,0,0,0,0,0.931818182,0.0681818179999999,0,0,0,0,2,0,0,100.0,6,2,0,3,8,16,0,0,0,489,1,4.333333333,0,0,0,1,0,0,0,0,3,0.186046512,0,2,0,3,2,0,6,0,0.0,0,0,43,0,0.166666667,0.0,3.75,0.166666667,0,0,7911,0,0,0,0
9,0,0,0,0,0,38.79310345,0,0,4,10,0,0,10.0,1,0,0,0,98.4496124,325,158942,0,0,0,0,0,0.775384615,0.224615385,0,0,0,0,1,0,0,100.0,11,1,0,10,10,14,0,0,0,320,1,5.454545455,0,1,0,0,0,0,0,0,2,0.012048193,0,3,0,4,3,0,10,0,0.0,0,0,83,0,0.04109589,1.5503875969999998,5.0,0.1643835619999999,0,0,1505,0,0,0,0
0,0,0,0,0,1,0.0,1,0,4,8,0,0,4.0,1,0,0,0,0.0,3,1173197,0,0,0,1,1,1.0,0.0,0,0,0,1,2,0,0,0.0,3,2,0,4,4,10,0,0,0,66,1,5.333333333,0,0,0,0,0,0,0,0,1,0.064516129,0,4,0,3,4,0,8,0,0.0,0,0,31,0,0.0,0.0,6.0,0.0,0,0,1761,0,0,0,1
0,0,0,0,0,0,69.69696970000001,0,0,2,8,0,0,5.5,1,0,0,0,100.0,211,4297684,0,0,0,0,0,0.933649289,0.0663507109999999,0,0,0,0,2,0,0,82.35294118,2,2,0,3,8,16,0,0,0,880,0,5.5,0,0,0,1,0,0,0,0,4,0.0,1,0,0,3,3,0,0,0,0.0,0,0,25,0,0.357142857,0.0,0.0,0.285714286,0,0,2041,0,0,0,0
0,0,0,0,0,0,0.0,1,0,4,12,0,0,8.0,1,0,0,0,0.0,50,0,0,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,5,3,0,4,12,23,0,0,0,490,1,6.6,0,0,0,0,0,0,0,0,1,0.019607843,0,5,0,4,4,0,7,0,0.0,0,0,51,0,0.0,0.0,5.666666667,0.0,1,0,3892,1,0,0,1
0,0,0,0,0,0,76.19047619,0,0,4,14,0,0,8.5,1,0,0,0,100.0,125,99386,0,0,0,0,0,0.96,0.04,0,0,0,0,2,0,1,100.0,2,2,0,3,14,22,0,0,0,3069,1,8.5,0,1,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,0,31,0,0.2,0.0,0.0,0.0,0,0,8301,0,0,0,0
0,0,0,0,0,1,0.0,1,0,0,12,0,0,8.0,1,0,0,0,100.0,23,0,0,0,0,0,1,1.0,0.0,0,0,0,0,2,0,0,100.0,5,2,0,4,12,21,0,0,0,1337,1,7.0,0,1,0,0,0,0,0,0,0,0.06,0,5,0,5,4,0,8,0,0.0,0,0,50,0,0.0,0.0,6.333333333,0.0,0,0,2316,0,0,0,1
0,0,0,0,0,1,0.0,0,0,0,15,0,0,9.0,1,0,0,0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,2,0,0,0.0,3,2,0,3,15,23,0,0,0,352,1,6.666666667,0,0,0,1,0,1,0,0,3,0.0,0,2,0,4,2,0,2,0,0.0,0,0,34,0,0.0,0.0,2.0,0.0,0,0,2935,0,0,0,1
0,0,0,0,0,0,0.0,1,0,2,11,0,0,7.0,1,0,0,0,100.0,219,927214,0,0,0,0,1,0.97716895,0.02283105,0,0,0,1,2,0,0,66.66666667,2,2,0,3,11,19,0,0,0,451,1,7.0,0,1,0,1,0,0,0,0,3,0.148148148,0,0,0,3,3,0,0,0,0.210526316,0,0,27,0,0.0,0.0,0.0,0.0,0,0,3932,0,0,0,0
2,0,0,0,0,0,92.75362319,1,0,5,8,0,0,3.5,1,0,0,0,87.5,147,26017,0,0,0,0,1,0.884353741,0.115646259,0,0,0,0,3,0,0,92.59259259,8,3,0,3,4,14,0,0,0,70,0,5.25,0,1,0,1,0,0,0,0,3,0.0,1,2,1,7,2,1,8,0,0.0,0,0,63,0,0.0,12.5,5.833333333,0.0,0,0,8759,0,0,0,0
4,0,0,0,0,0,0.0,0,0,6,9,0,0,5.5,1,0,0,0,0.0,77,1040,0,0,0,0,0,0.818181818,0.181818182,0,0,0,0,2,0,1,76.92307692,8,2,0,4,7,16,0,0,0,926,1,5.875,0,0,0,0,0,0,0,0,0,0.0,0,4,0,4,4,0,9,0,0.0,0,0,66,0,0.214285714,0.0,6.0,0.142857143,0,0,5647,0,0,0,0
0,0,0,0,0,1,0.0,0,0,0,7,0,0,7.0,1,0,0,0,100.0,13,0,0,0,0,0,1,0.923076923,0.076923077,0,0,0,1,2,0,0,100.0,5,2,0,7,7,11,0,0,0,277,1,5.0,0,1,0,0,0,0,0,0,0,0.1,0,1,0,5,1,0,7,0,0.0,0,0,40,0,0.0,0.0,4.5,0.0,0,0,1184,0,0,0,1
3,0,0,0,0,0,50.0,1,0,4,9,0,0,5.5,1,0,0,0,100.0,59,4672316,0,0,0,0,1,0.915254237,0.084745763,0,0,0,0,1,0,0,100.0,6,1,0,5,6,16,0,0,0,541,1,5.333333333,0,1,0,0,0,0,0,0,0,0.0,0,3,1,4,3,0,9,0,0.0,0,0,48,0,0.2,0.0,5.25,0.0,0,0,3476,0,0,0,0
1,2,0,0,0,1,100.0,1,0,0,17,0,0,8.4,1,0,0,1,100.0,51,5707171,1,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,13,4,0,3,13,50,2,0,0,25,1,7.769230769,0,1,0,0,1,0,0,0,7,0.095238095,0,2,1,4,2,0,17,0,0.0,0,0,126,0,0.0,0.0,7.375,0.0,3,0,3993,1,0,0,1
0,0,0,0,0,1,0.0,0,0,5,19,0,0,13.5,1,0,0,0,0.0,21,0,0,0,0,0,0,0.285714286,0.7142857140000001,0,0,0,0,2,0,1,46.15384615,2,2,0,8,19,32,0,0,0,373,1,13.5,0,0,0,0,0,0,0,0,0,0.0,1,0,0,3,8,3,0,0,0.0,0,0,41,0,0.0,0.0,0.0,0.0,0,0,7296,0,1,0,1
0,0,0,0,0,0,90.32258065,0,0,4,19,0,0,11.0,1,0,0,0,100.0,115,2203390,0,0,0,0,0,0.973913043,0.026086957,0,0,0,0,2,0,0,100.0,2,2,0,3,19,27,0,0,0,315,1,11.0,0,1,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,0,36,0,0.333333333,0.0,0.0,0.0,0,0,6989,0,0,0,0
7,0,0,0,0,0,20.0,1,0,5,8,0,0,4.25,1,0,0,0,93.75,68,5964,0,0,0,0,1,0.647058824,0.352941176,0,0,0,0,2,1,0,66.66666667,11,2,0,3,6,24,0,0,0,634,1,4.545454545,0,1,0,1,1,0,0,0,5,0.0,1,2,0,5,2,2,8,0,0.0,0,1,72,0,0.083333333,6.25,4.714285714,0.166666667,0,0,4845,0,0,0,0
0,0,0,0,0,1,100.0,1,0,0,15,0,0,8.75,1,0,0,1,100.0,51,5707171,1,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,6,4,0,3,13,42,0,0,0,25,1,8.666666667000001,0,1,0,0,1,0,0,0,3,0.161764706,0,2,0,4,2,0,15,0,0.0,0,0,68,0,0.0,0.0,8.5,0.0,0,0,3993,0,0,0,1
9,0,0,0,0,1,0.0,0,0,0,18,0,0,5.0,1,0,0,0,100.0,31,0,1,0,0,0,1,0.483870968,0.516129032,0,1,0,0,3,1,0,66.66666667,17,4,1,3,7,14,2,0,2,0,1,8.0,0,1,0,1,0,0,0,0,14,0.398773006,1,1,0,3,1,0,18,1,0.0,0,0,163,0,0.4375,0.0,8.4,0.625,1,0,-1,0,0,0,1
0,0,0,0,0,0,50.0,0,0,4,10,0,0,6.5,1,0,0,0,94.44444444,95,390047,0,0,0,0,1,0.947368421,0.052631579,0,0,0,0,2,0,0,92.85714286,2,2,0,3,10,18,0,0,0,290,0,6.5,0,0,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,0,26,0,0.2,5.555555556,0.0,0.0,0,0,1170,0,0,0,0
0,0,0,0,0,1,0.0,1,0,1,32,0,0,6.0,1,0,0,0,100.0,36,0,1,0,0,0,1,0.388888889,0.611111111,0,0,0,0,2,0,0,20.0,4,2,0,3,9,17,0,0,0,224,1,12.5,0,1,0,0,0,0,0,0,3,0.34375,1,6,0,4,3,5,32,0,0.0,0,0,64,0,0.0,0.0,19.0,0.0,0,0,1237,0,0,0,1
0,0,0,0,0,1,25.0,0,0,5,11,0,0,5.25,1,0,0,0,20.0,21,0,1,0,0,0,1,0.19047619,0.80952381,0,0,0,0,3,0,1,0.0,4,4,0,1,11,28,0,0,0,217,1,5.25,0,1,0,0,0,0,0,0,1,0.25,1,0,0,3,1,1,0,0,0.321428571,0,0,36,0,0.294117647,80.0,0.0,0.0,0,0,5627,0,0,0,1
0,1,0,0,0,1,0.0,0,0,0,10,0,0,10.0,1,0,0,0,0.0,3,9264543,0,0,0,0,1,0.0,1.0,0,0,0,1,2,1,1,0.0,7,2,0,10,10,14,0,0,0,251,1,6.285714286,0,0,0,0,2,0,0,0,1,0.0,0,3,0,6,3,0,10,0,0.0,0,0,61,0,0.0,100.0,5.666666667,0.333333333,0,0,3767,0,0,0,1
0,0,0,0,0,0,0.0,0,0,7,21,0,0,6.0,1,0,0,0,0.0,105,13,1,0,0,0,0,0.542857143,0.457142857,0,0,0,0,2,0,0,0.0,6,2,0,5,7,17,0,0,0,911,0,8.166666667000001,0,0,0,0,0,0,0,0,3,0.212121212,1,3,0,4,3,2,21,0,0.0,0,0,66,0,0.0625,100.0,9.25,0.020833333,1,0,9316,1,1,0,0
0,0,0,0,0,0,45.45454545,0,0,4,19,0,0,11.0,1,0,0,0,0.0,16,0,0,0,0,0,0,0.375,0.625,0,0,0,0,2,0,0,0.0,2,2,0,3,19,26,0,0,0,125,1,11.0,0,0,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,0,35,0,0.4,100.0,0.0,0.1,0,0,7849,0,0,0,0
0,2,0,0,0,0,0.0,0,0,2,20,0,0,20.0,1,0,0,0,97.43589744,417,0,0,1,0,0,1,0.3117506,0.6882494,0,0,0,0,3,1,0,96.66666667,16,5,0,20,20,24,0,0,0,97,1,5.4375,0,1,0,1,1,0,0,0,4,0.0,1,2,0,10,2,0,10,0,0.0,0,1,113,0,0.146341463,2.564102564,4.466666667,0.013937282,1,0,3920,0,0,0,1
4,0,0,0,0,0,8.333333332999999,1,0,8,6,0,0,4.166666667,1,0,0,0,0.0,27,0,0,0,0,0,1,0.481481481,0.518518519,0,0,0,0,2,0,0,40.0,6,2,0,2,6,34,0,0,0,1049,1,4.166666667,0,0,0,0,0,0,0,0,3,0.0,0,0,0,2,2,0,0,0,0.0,0,0,41,0,0.7142857140000001,0.0,0.0,0.0,0,0,5159,0,1,0,0
1,0,0,0,0,0,17.39130435,0,0,3,3,0,0,2.333333333,1,0,0,0,94.73684211,160,74862,0,0,0,0,1,0.875,0.125,0,0,0,1,2,0,0,100.0,4,2,0,1,3,12,0,0,0,78,1,2.5,0,1,0,1,0,0,0,0,3,0.0,0,3,1,3,1,0,3,0,0.0,0,0,23,0,0.35,5.263157895,3.0,0.1,0,0,-1,0,0,0,0
1,0,0,0,0,0,22.80701754,0,0,7,7,0,0,6.0,1,0,0,0,100.0,183,5828226,0,0,0,0,1,0.7322404370000001,0.267759563,0,0,0,0,2,0,0,72.22222222,3,2,1,5,7,24,0,0,0,248,1,6.0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,2,5,0,0,0,0.0,0,0,31,0,0.346938776,0.0,0.0,0.081632653,0,0,5230,0,0,0,0
2,0,0,0,0,1,100.0,0,0,1,26,0,0,26.0,1,0,0,0,100.0,23,0,0,0,0,0,1,1.0,0.0,0,0,0,0,2,0,0,100.0,9,2,4,26,26,30,0,0,0,162,1,7.222222222,0,0,0,0,0,0,0,0,0,0.0,0,2,1,7,2,0,9,0,0.0,0,0,84,0,0.0,0.0,4.875,0.0,0,0,3125,0,0,0,1
0,0,0,0,0,1,0.0,0,0,4,8,0,0,6.0,1,0,0,0,0.0,1,544886,0,0,0,1,1,1.0,0.0,0,0,0,1,2,0,0,100.0,3,2,0,4,8,17,0,0,0,88,1,5.333333333,0,0,0,0,0,0,0,0,0,0.0,0,4,0,3,4,0,4,0,0.0,0,0,29,0,0.0,0.0,4.0,0.0,0,0,5026,0,0,0,1
2,0,0,0,0,1,60.0,2,0,2,32,0,0,7.0,1,0,0,0,0.0,22,0,1,0,0,0,1,0.545454545,0.454545455,0,0,0,0,2,0,0,40.0,10,2,2,3,10,26,0,0,0,257,1,7.8,0,1,0,1,0,0,0,0,4,0.295918367,1,2,1,9,2,1,32,0,0.0,0,0,98,0,0.0,0.0,8.142857142999999,0.0,0,0,2300,0,0,0,1
0,0,0,0,0,0,0.0,0,0,2,5,0,0,5.0,1,0,1,0,0.0,35,1671658,0,0,0,0,1,0.971428571,0.028571429,0,0,0,0,1,0,0,94.44444444,1,1,0,5,5,8,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,2,5,0,0,0,0.0,0,0,15,0,0.0,0.0,0.0,0.0,0,0,2580,0,0,0,0
0,4,0,0,0,0,76.66666667,1,0,7,13,0,0,8.5,1,0,0,0,50.0,265,7698,0,0,0,0,1,0.939622642,0.060377358,0,0,0,0,2,0,0,100.0,8,2,0,4,13,22,0,0,0,3305,0,5.875,0,1,0,0,0,0,0,0,3,0.0,0,3,0,4,3,0,9,0,0.0,0,0,65,0,0.0,50.0,5.0,0.0,0,0,5825,0,0,0,0
1,4,0,0,0,1,0.0,1,0,4,40,0,0,7.0,3,0,0,0,0.0,26,0,0,0,0,0,0,0.115384615,0.884615385,0,0,0,0,2,0,1,7.692307692000001,14,2,0,2,10,27,0,0,0,381,1,7.428571429,0,0,0,0,0,0,0,0,6,0.030534351,1,1,1,7,1,0,40,0,0.0,0,0,131,0,0.0,0.0,7.545454545,0.086956522,1,0,8019,1,0,0,1
1,0,0,0,0,0,25.0,0,0,6,10,0,0,5.666666667,1,0,0,0,100.0,279,607,0,0,0,0,0,0.7419354840000001,0.258064516,0,0,0,0,2,0,0,31.25,5,2,0,3,7,23,0,0,0,197,0,6.8,0,0,0,1,0,0,0,0,4,0.0,1,7,1,4,3,0,10,0,0.0,0,0,50,0,0.277777778,0.0,8.5,0.263888889,0,0,7839,0,0,0,0
0,0,0,0,0,1,0.0,1,0,0,14,0,0,13.5,1,0,0,0,0.0,7,0,0,0,0,0,1,0.0,1.0,0,0,0,0,2,0,0,0.0,3,2,0,13,14,32,0,0,0,250,1,12.33333333,0,0,0,0,0,0,0,0,1,0.0,1,10,0,4,10,1,10,0,0.0,0,0,51,0,0.0,100.0,10.0,0.0,0,0,2306,0,0,0,1
0,0,0,1,0,0,94.68085106,0,0,6,9,0,0,3.0,1,0,0,0,80.95238095,420,6431,0,0,0,0,0,0.976190476,0.023809524,0,0,0,1,3,0,0,94.73684211,6,3,0,3,3,11,0,0,0,0,1,4.666666667,0,0,0,1,0,0,0,0,4,0.133333333,0,3,0,5,3,0,9,0,0.0,0,0,45,0,0.1,19.04761905,5.5,0.0,0,0,-1,0,0,0,0
0,0,0,0,0,1,0.0,1,0,0,40,0,0,10.0,1,0,0,0,0.0,13,0,1,0,0,0,1,0.923076923,0.076923077,0,0,0,0,2,0,0,100.0,12,2,0,10,10,14,1,0,1,325,1,11.41666667,0,1,0,0,0,0,0,0,4,0.270440252,0,3,0,8,3,0,40,0,0.0,0,0,159,0,1.0,0.0,11.54545455,1.0,2,0,1500,1,0,0,1
1,0,0,0,0,1,0.0,0,0,6,14,0,0,8.5,1,0,0,0,100.0,43,11657,1,0,0,0,0,0.953488372,0.046511628,0,0,0,0,2,0,0,93.75,4,2,0,3,14,22,0,0,0,1278,1,7.0,0,0,0,1,0,0,0,0,3,0.227272727,1,4,1,4,3,0,7,0,0.1363636359999999,0,0,44,0,0.0,0.0,5.5,0.0,0,0,2739,0,0,0,1
1,0,0,0,0,1,100.0,0,0,2,44,0,0,7.0,1,0,0,0,100.0,64,1508317,0,0,0,0,0,0.84375,0.15625,0,1,0,0,3,0,0,45.45454545,9,3,0,4,10,19,0,0,0,231,1,9.222222222,0,1,0,0,0,0,0,0,2,0.077669903,1,2,0,4,2,2,44,0,0.0,0,0,103,0,0.0,0.0,9.857142857,0.3,1,0,134,1,0,0,1
0,0,0,0,0,1,0.0,0,0,5,7,0,0,5.0,1,0,0,0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,3,0,0,0.0,7,4,0,4,7,20,0,0,0,517,1,4.285714286,0,0,0,0,0,0,0,0,1,0.0,0,2,0,5,2,0,7,0,0.0,0,0,46,0,0.0,0.0,3.75,0.0,0,0,7802,0,0,0,1
0,1,0,0,0,0,63.63636364,0,0,7,10,0,0,5.5,1,0,0,0,100.0,253,12,0,0,0,0,0,0.920948617,0.079051383,0,0,0,0,2,0,0,100.0,5,2,0,2,9,16,0,0,0,902,1,5.8,0,0,0,0,0,0,0,0,0,0.0,0,4,0,4,2,0,10,0,0.0,0,0,45,0,0.45,0.0,6.0,0.2,0,0,7133,0,1,0,0
0,0,0,0,0,1,50.0,4,0,2,16,0,0,9.5,1,0,0,0,38.46153846,91,0,0,0,0,0,1,0.615384615,0.384615385,0,0,0,0,3,0,0,28.57142857,4,3,0,3,16,26,0,0,0,137,1,8.5,0,1,0,1,0,0,0,0,4,0.0,1,4,0,5,3,2,11,0,0.0,0,0,51,0,0.142857143,61.53846154,7.5,0.085714286,0,0,1690,0,0,0,1
0,0,0,0,0,1,9.677419355,1,0,0,11,0,0,7.0,1,0,0,0,81.81818182,184,0,0,0,0,0,1,0.766304348,0.233695652,0,0,0,0,3,0,0,82.85714286,5,3,0,3,11,19,0,0,0,237,1,4.6,0,1,0,1,0,0,0,0,4,0.0,1,2,0,4,2,3,4,0,0.0,0,1,38,0,0.348837209,18.18181818,3.0,0.023255814,0,0,1588,0,0,0,1
0,0,0,0,0,1,100.0,1,0,2,32,0,0,11.0,1,0,0,0,80.0,30,0,1,0,0,0,1,0.966666667,0.033333333,0,0,0,0,2,0,0,100.0,5,2,0,3,19,27,0,0,0,77,1,13.2,0,0,0,1,0,0,0,0,8,0.283950617,0,2,0,5,2,0,32,0,0.0,0,0,81,0,0.0,20.0,14.66666667,0.0,0,0,5767,0,0,0,1
10,0,0,0,0,0,71.42857143,1,0,5,16,0,0,13.0,1,0,0,0,9.090909091,83,2190,0,0,0,0,1,0.6144578310000001,0.385542169,0,0,0,0,2,1,1,52.63157895,14,2,0,10,16,31,0,0,0,133,1,6.285714286,0,0,0,0,1,0,0,0,0,0.0,1,2,0,4,2,1,11,0,0.0,0,0,112,0,0.03125,90.90909091,5.166666667,0.0,0,0,7615,0,0,0,0
0,0,0,0,0,0,100.0,1,0,10,9,0,0,5.5,1,0,0,0,100.0,27,1,0,0,0,0,0,0.740740741,0.259259259,0,0,0,0,2,0,0,50.0,4,2,2,5,6,16,0,0,0,2974,1,6.0,0,1,0,0,0,0,0,0,1,0.0,1,4,0,4,4,1,9,0,0.0,0,0,39,0,0.0,0.0,6.5,0.0,0,0,8348,0,1,0,1
2,2,0,0,0,1,0.0,0,0,10,16,0,0,5.0,1,0,0,0,0.0,27,1,0,0,0,0,0,0.37037037,0.62962963,0,0,0,0,2,0,0,33.33333333,11,2,1,4,6,15,0,0,0,2974,1,7.0,0,1,0,0,0,0,0,0,2,0.0808080809999999,1,1,0,7,1,4,16,0,0.0,0,0,99,0,0.0,100.0,7.444444444,0.0,0,0,8348,0,1,0,1
1,0,0,0,0,1,90.0,1,0,4,19,0,0,11.0,1,0,0,0,100.0,118,2203390,0,0,0,0,0,0.974576271,0.025423729,0,0,0,0,2,0,0,100.0,4,2,0,3,19,27,0,0,0,315,1,7.5,0,1,0,1,0,0,0,0,3,0.0,0,3,0,3,3,0,5,0,0.0,0,0,45,0,0.333333333,0.0,4.0,0.0,0,0,6989,0,0,0,0
1,0,0,0,0,1,25.0,0,0,5,18,0,0,7.0,1,0,0,0,20.0,21,0,0,0,0,0,1,0.19047619,0.80952381,0,0,0,0,3,0,1,0.0,8,5,2,1,18,35,0,0,0,228,1,5.25,0,1,0,0,0,0,0,0,3,0.033333333,1,2,1,4,1,1,7,0,0.057142857,0,0,60,0,0.176470588,80.0,3.5,0.0,0,0,5615,0,0,0,1
0,3,0,0,0,0,0.0,1,0,5,9,0,0,7.0,1,0,0,0,0.0,0,4053,0,0,0,1,1,0.0,0.0,0,0,0,0,3,0,0,0.0,14,3,0,7,7,19,0,0,0,1630,1,3.571428571,0,1,0,0,0,0,0,0,2,0.081081081,0,1,0,10,1,0,9,0,0.0,0,0,74,0,0.0,0.0,3.0,0.0,0,0,9327,0,0,0,0
3,0,0,0,0,0,57.14285714,1,0,4,8,0,0,4.0,1,0,0,0,100.0,54,6010,0,0,0,0,1,0.944444444,0.055555556,0,0,0,0,3,0,0,100.0,8,3,0,3,5,18,0,0,0,92,1,5.375,0,1,0,1,0,0,0,0,3,0.0,0,4,1,4,3,0,8,0,0.0,0,0,61,0,0.0,0.0,6.2,0.333333333,0,0,3561,0,0,0,0
